number,value,params_iterations,params_official_weight,user_attrs_all_development_folds_non_degraded,user_attrs_maximum_development_fold_brier_delta,state
970,1.0035398800388649,300,0.5023814971330818,True,-1.1882946977959108e-05,COMPLETE
971,1.0044155931448644,140,0.9556775371351176,True,-1.2860891891647297e-05,COMPLETE
972,2.0046965616750105,30,0.5557950917190959,False,0.00013337750385988834,COMPLETE
973,1.0030047974381444,80,0.5515485172662883,True,-3.720010514854377e-05,COMPLETE
974,1.0031868159820985,90,0.5594020330717666,True,-4.419120744864058e-05,COMPLETE
975,1.0030037497237225,80,0.5511690289393388,True,-3.714845705235503e-05,COMPLETE
976,1.0029869308851047,80,0.5450542725259664,True,-3.6296872885116516e-05,COMPLETE
977,1.002994784869869,80,0.5479150958929376,True,-3.669983204104832e-05,COMPLETE
978,1.0034052483671643,240,0.5065533150698873,True,-3.864193989336351e-05,COMPLETE
979,1.003750571238566,350,0.6381585938185698,True,-2.6917497232437082e-05,COMPLETE
980,2.004573020201241,50,0.6031664014072551,False,9.83603009022116e-06,COMPLETE
981,1.0033571166294875,100,0.6033620705766451,True,-5.315532285157798e-05,COMPLETE
982,1.002872211723578,80,0.5021292792123447,True,-2.9292104700345822e-05,COMPLETE
983,1.0032740522754215,200,0.5042208037386167,True,-5.473612042050657e-05,COMPLETE
984,1.0035429406542848,290,0.5621393917738803,True,-3.401506017747247e-05,COMPLETE
985,1.002874105220373,80,0.5028560240802942,True,-2.9425656618009555e-05,COMPLETE
986,2.004567004610996,400,0.559066236611658,False,3.820439845286794e-06,COMPLETE
987,1.0042497733061813,190,0.9028061067681458,True,-2.5950617664000086e-05,COMPLETE
988,1.0032447793917658,150,0.5013380535152696,True,-5.128676607038529e-05,COMPLETE
989,2.0047320252351657,30,0.5089068584662715,False,0.00016884106401524046,COMPLETE
990,1.0028741261201328,80,0.5028640420423817,True,-2.9427127183789814e-05,COMPLETE
991,1.003642720384426,160,0.676064209909854,True,-4.914954209872535e-05,COMPLETE
992,1.0034686346024349,130,0.6151458346623172,True,-5.374688802006755e-05,COMPLETE
993,1.0031710300377927,80,0.6097920231041245,True,-4.346139551039685e-05,COMPLETE
994,1.0033166353175664,210,0.5462560248368568,True,-6.056361929102083e-05,COMPLETE
995,1.003001420932877,80,0.5503249322652486,True,-3.7033072290720837e-05,COMPLETE
996,1.0028812724139529,80,0.505601055695233,True,-2.992545573482497e-05,COMPLETE
997,1.0033982890319255,180,0.5826099401088811,True,-5.427333743734941e-05,COMPLETE
998,2.004629310305813,40,0.5622313109692403,False,6.612613466253081e-05,COMPLETE
999,1.003654941722767,170,0.6889804246706829,True,-5.439028353096398e-05,COMPLETE
